ListType,Iteration,Duration(ms),Memory(KB)
ascending,1,42,42940
ascending,2,28,42944
ascending,3,28,42944
ascending,4,29,42944
ascending,5,29,42944
descending,1,120,42984
descending,2,120,42984
descending,3,150,42984
descending,4,129,42984
descending,5,127,42984
partial,1,1497,51684
partial,2,1502,67368
partial,3,2131,67368
partial,4,1630,68180
partial,5,1860,68180
random,1,3391,68180
random,2,3450,68220
random,3,3385,68220
random,4,3430,68220
random,5,3337,68220
