ListType,Iteration,Duration(ms),Memory(KB)
ascending,1,5789,8632
ascending,2,5596,8748
ascending,3,5545,8748
ascending,4,5552,8748
ascending,5,5565,8748
descending,1,15881,8748
descending,2,15997,8748
descending,3,16051,8748
descending,4,15942,8748
descending,5,15933,8748
partial,1,11,8748
partial,2,14,8748
partial,3,14,8748
partial,4,13,8748
partial,5,15,8748
random,1,14,8748
random,2,15,8748
random,3,14,8748
random,4,14,8748
random,5,13,8748
